Date;Comptage horaire
2019-12-12;96.24214145383104
2019-12-13;93.025
2019-12-14;68.76176470588236
2019-12-15;55.1764705882353
2019-12-16;91.81176470588235
2019-12-17;104.07156862745099
2019-12-18;111.74411764705883
2019-12-19;108.57549019607843
2019-12-20;95.32990196078431
2019-12-21;55.299509803921566
2019-12-22;37.64019607843137
2019-12-23;57.081862745098036
2019-12-24;40.590196078431376
2019-12-25;19.547549019607843
2019-12-26;39.30196078431373
2019-12-27;43.490196078431374
2019-12-28;36.96127450980392
2019-12-29;33.93578431372549
2019-12-30;51.70196078431373
2019-12-31;48.70392156862745
2020-01-01;24.357843137254903
2020-01-02;54.36274509803921
2020-01-03;60.11470588235294
2020-01-04;51.06764705882353
2020-01-05;41.33627450980392
2020-01-06;89.21911764705882
2020-01-07;96.20686274509804
2020-01-08;96.79166666666667
2020-01-09;90.58676470588236
2020-01-10;94.6828431372549
2020-01-11;64.71176470588236
2020-01-12;46.55980392156863
2020-01-13;87.66911764705883
2020-01-14;87.34509803921569
2020-01-15;83.01421568627451
2020-01-16;87.83186274509804
2020-01-17;74.52156862745097
2020-01-18;52.13333333333333
2020-01-19;38.93186274509804
2020-01-20;65.20539215686274
2020-01-21;64.38382352941177
2020-01-22;60.58627450980392
2020-01-23;59.03333333333333
2020-01-24;72.30147058823529
2020-01-25;37.54754901960784
2020-01-26;29.025490196078433
2020-01-27;41.62450980392157
2020-01-28;48.15147058823529
2020-01-29;57.32794117647059
2020-01-30;49.456862745098036
2020-01-31;54.49901960784314
2020-02-01;31.866176470588236
2020-02-02;22.279901960784315
2020-02-03;47.54803921568627
2020-02-04;51.475
2020-02-05;56.10441176470588
2020-02-06;57.74950980392157
2020-02-07;54.4
2020-02-08;29.40735294117647
2020-02-09;18.729411764705883
2020-02-10;30.81764705882353
2020-02-11;42.619830827067666
2020-02-12;49.4747191011236
2020-02-13;38.463951310861425
2020-02-14;46.23033707865169
2020-02-15;33.786048689138575
2020-02-16;22.480805243445694
2020-02-17;45.963951310861425
2020-02-18;51.975688073394494
2020-02-19;46.813644688644686
2020-02-20;43.34249084249084
2020-02-21;47.86309523809524
2020-02-22;35.89148351648352
2020-02-23;27.263736263736263
2020-02-24;53.57326007326007
2020-02-25;51.51602564102564
2020-02-26;46.97298534798535
2020-02-27;36.1474358974359
2020-02-28;47.94047619047619
2020-02-29;29.59294871794872
2020-03-01;16.18360805860806
2020-03-02;40.582417582417584
2020-03-03;58.73122710622711
2020-03-04;52.58195970695971
2020-03-05;36.272893772893774
2020-03-06;53.651556776556774
2020-03-07;39.67628205128205
2020-03-08;22.230311355311354
2020-03-09;55.51648351648352
2020-03-10;57.732142857142854
2020-03-11;64.58745421245422
2020-03-12;59.63186813186813
2020-03-13;63.47069597069597
2020-03-14;33.48397435897436
2020-03-15;39.267857142857146
2020-03-16;39.630494505494504
2020-03-17;18.840201465201464
2020-03-18;13.41529304029304
2020-03-19;13.300366300366301
2020-03-20;10.712454212454212
2020-03-21;5.381868131868132
2020-03-22;4.393315018315018
2020-03-23;9.858058608058608
2020-03-24;9.303571428571429
2020-03-25;9.33882783882784
2020-03-26;9.637362637362637
2020-03-27;9.940018315018316
2020-03-28;6.0993589743589745
2020-03-29;3.912837517764093
2020-03-30;9.050824175824175
2020-03-31;9.968406593406593
2020-04-01;10.401098901098901
2020-04-02;10.26602564102564
2020-04-03;10.716575091575091
2020-04-04;7.4537545787545785
2020-04-05;6.157051282051282
2020-04-06;9.561813186813186
2020-04-07;12.018772893772894
2020-04-08;12.088369963369964
2020-04-09;12.11584249084249
2020-04-10;12.946428571428571
2020-04-11;8.07554945054945
2020-04-12;6.238553113553113
2020-04-13;7.190476190476191
2020-04-14;12.821428571428571
2020-04-15;13.659340659340659
2020-04-16;14.180860805860807
2020-04-17;14.869505494505495
2020-04-18;9.14010989010989
2020-04-19;7.9537545787545785
2020-04-20;14.783882783882785
2020-04-21;15.860805860805861
2020-04-22;16.580128205128204
2020-04-23;17.003205128205128
2020-04-24;16.696886446886445
2020-04-25;11.319139194139193
2020-04-26;10.231684981684982
2020-04-27;15.878663003663004
2020-04-28;15.671703296703297
2020-04-29;13.62912087912088
2020-04-30;14.414835164835164
2020-05-01;9.797161172161172
2020-05-02;13.248626373626374
2020-05-03;9.823717948717949
2020-05-04;19.29624542124542
2020-05-05;16.12087912087912
2020-05-06;23.168956043956044
2020-05-07;24.026556776556777
2020-05-08;17.29532967032967
2020-05-09;14.57967032967033
2020-05-10;13.023809523809524
2020-05-11;43.499542124542124
2020-05-12;56.11996336996337
2020-05-13;56.879120879120876
2020-05-14;58.157051282051285
2020-05-15;61.73489010989011
2020-05-16;66.39010989010988
2020-05-17;65.46565934065934
2020-05-18;63.71245421245421
2020-05-19;71.84661172161172
2020-05-20;76.93441150044923
2020-05-21;74.78270609318996
2020-05-22;66.15770609318996
2020-05-23;61.07168458781362
2020-05-24;66.71639784946237
2020-05-25;71.21281362007169
2020-05-26;82.55600358422939
2020-05-27;84.58333333333333
2020-05-28;84.33243727598567
2020-05-29;84.77508960573476
2020-05-30;83.17204301075269
2020-05-31;75.64695340501792
2020-06-01;76.90860215053763
2020-06-02;93.8163082437276
2020-06-03;89.54166666666667
2020-06-04;55.28673835125448
2020-06-05;66.4834229390681
2020-06-06;69.52822580645162
2020-06-07;56.299283154121866
2020-06-08;75.08826164874552
2020-06-09;87.54480286738351
2020-06-10;93.18010752688173
2020-06-11;86.91353046594982
2020-06-12;62.344086021505376
2020-06-13;76.31899641577061
2020-06-14;64.17338709677419
2020-06-15;82.77822580645162
2020-06-16;90.40277777777777
2020-06-17;93.3646953405018
2020-06-18;91.64784946236558
2020-06-19;83.5344982078853
2020-06-20;75.95340501792114
2020-06-21;59.73566308243728
2020-06-22;93.2665770609319
2020-06-23;104.97177419354838
2020-06-24;104.26612903225806
2020-06-25;101.91801075268818
2020-06-26;85.90860215053763
2020-06-27;66.05376344086021
2020-06-28;64.42114695340501
2020-06-29;93.4247311827957
2020-06-30;103.0
2020-07-01;93.43055555555556
2020-07-02;97.69399641577061
2020-07-03;93.76971326164875
2020-07-04;67.89023297491039
2020-07-05;56.528225806451616
2020-07-06;89.86917562724014
2020-07-07;102.7831541218638
2020-07-08;103.64247311827957
2020-07-09;99.73611111111111
2020-07-10;82.10483870967742
2020-07-11;58.032706093189965
2020-07-12;50.337813620071685
2020-07-13;57.681451612903224
2020-07-14;43.943996415770606
2020-07-15;82.74507168458781
2020-07-16;84.05734767025089
2020-07-17;82.6760752688172
2020-07-18;68.40053763440861
2020-07-19;60.37768817204301
2020-07-20;81.27464157706093
2020-07-21;91.581541218638
2020-07-22;94.40932642487047
2020-07-23;92.81400343642612
2020-07-24;80.75558419243987
2020-07-25;60.899484536082475
2020-07-26;53.96348797250859
2020-07-27;76.70103092783505
2020-07-28;85.11469072164948
2020-07-29;85.61512027491409
2020-07-30;81.11383161512028
2020-07-31;60.626288659793815
2020-08-01;52.47981099656357
2020-08-02;48.368986254295535
2020-08-03;57.0360824742268
2020-08-04;65.77061855670104
2020-08-05;64.9737972508591
2020-08-06;59.97938144329897
2020-08-07;49.131013745704465
2020-08-08;36.99828178694158
2020-08-09;29.91881443298969
2020-08-10;43.756443298969074
2020-08-11;42.258591065292094
2020-08-12;43.047250859106526
2020-08-13;43.3036941580756
2020-08-14;39.89561855670103
2020-08-15;38.192439862542955
2020-08-16;29.0446735395189
2020-08-17;44.409364261168385
2020-08-18;57.38273195876289
2020-08-19;49.52233676975945
2020-08-20;57.414518900343644
2020-08-21;53.38316151202749
2020-08-22;45.050257731958766
2020-08-23;44.156786941580755
2020-08-24;65.54939862542955
2020-08-25;66.1159793814433
2020-08-26;78.72938144329896
2020-08-27;78.30326460481099
2020-08-28;65.44974226804123
2020-08-29;45.57560137457045
2020-08-30;40.13745704467354
2020-08-31;87.21434707903781
2020-09-01;98.71434707903781
2020-09-02;102.71735395189003
2020-09-03;105.0008591065292
2020-09-04;100.82259450171821
2020-09-05;71.60438144329896
2020-09-06;59.54896907216495
2020-09-07;99.33247422680412
2020-09-08;108.35051546391753
2020-09-09;109.95876288659794
2020-09-10;109.28006872852234
2020-09-11;101.07474226804123
2020-09-12;78.89604810996563
2020-09-13;72.16151202749141
2020-09-14;100.34235395189003
2020-09-15;111.26975945017182
2020-09-16;111.68599656357388
2020-09-17;114.0446735395189
2020-09-18;105.29295532646049
2020-09-19;74.01804123711341
2020-09-20;65.85781786941581
2020-09-21;103.18341924398625
2020-09-22;114.17353951890034
2020-09-23;92.03436426116839
2020-09-24;82.73754295532646
2020-09-25;66.44802405498282
2020-09-26;61.53780068728523
2020-09-27;30.106529209621993
2020-09-28;61.74656357388316
2020-09-29;77.86383161512028
2020-09-30;87.7323883161512
2020-10-01;76.26932989690722
2020-10-02;50.546821305841924
2020-10-03;58.94115120274914
2020-10-04;41.70747422680412
2020-10-05;56.27835051546392
2020-10-06;73.38101374570446
2020-10-07;82.41280068728523
2020-10-08;84.64518900343643
2020-10-09;67.30025773195877
2020-10-10;66.0528350515464
2020-10-11;48.13230240549828
2020-10-12;78.89991408934708
2020-10-13;67.9548969072165
2020-10-14;78.47895189003437
2020-10-15;83.37070446735395
2020-10-16;78.3659793814433
2020-10-17;54.35996563573883
2020-10-18;54.02233676975945
2020-10-19;70.46305841924399
2020-10-20;55.03049828178694
2020-10-21;70.08462199312714
2020-10-22;74.43943298969072
2020-10-23;69.93642611683849
2020-10-24;49.42139175257732
2020-10-25;27.901202749140893
2020-10-26;67.83161512027492
2020-10-27;56.96176975945017
2020-10-28;68.14218213058419
2020-10-29;78.55798969072166
2020-10-30;35.31786941580756
2020-10-31;20.671821305841924
2020-11-01;15.17225085910653
2020-11-02;42.28780068728523
2020-11-03;49.314862542955325
2020-11-04;47.97981099656357
2020-11-05;49.60910652920962
2020-11-06;47.26245704467354
2020-11-07;27.434278350515463
2020-11-08;20.742697594501717
2020-11-09;50.937714776632305
2020-11-10;46.1599654128837
2020-11-11;24.93706597222222
2020-11-12;53.057291666666664
2020-11-13;47.01519097222222
2020-11-14;32.013454861111114
2020-11-15;15.529488291413703
2020-11-16;48.71397569444444
2020-11-17;53.705295138888886
2020-11-18;54.18359375
2020-11-19;51.29383680555556
2020-11-20;49.85590277777778
2020-11-21;35.502604166666664
2020-11-22;23.61892361111111
2020-11-23;45.584201388888886
2020-11-24;53.99609375
2020-11-25;52.41753472222222
2020-11-26;55.501736111111114
2020-11-27;51.64887152777778
2020-11-28;61.12586805555556
2020-11-29;37.953345070422536
2020-11-30;51.68649587494572
2020-12-01;56.35980902777778
2020-12-02;56.342447916666664
2020-12-03;43.212239583333336
2020-12-04;50.565104166666664
2020-12-05;40.80772569444444
2020-12-06;36.149739583333336
2020-12-07;51.53602430555556
2020-12-08;58.21961805555556
2020-12-09;55.02127659574468
2020-12-10;57.86399302528335
2020-12-11;41.365017361111114
2020-12-12;38.46527777777778
2020-12-13;34.47960069444444
2020-12-14;49.916666666666664
2020-12-15;54.978298611111114
2020-12-16;57.857204861111114
2020-12-17;59.709635416666664
2020-12-18;59.11414930555556
2020-12-19;35.154947916666664
2020-12-20;37.674479166666664
2020-12-21;26.74392361111111
2020-12-22;38.37543402777778
2020-12-23;30.72873263888889
2020-12-24;19.43532986111111
2020-12-25;11.964409722222221
2020-12-26;20.09331597222222
2020-12-27;6.4921875
2020-12-28;17.366319444444443
2020-12-29;22.73220486111111
2020-12-30;29.78298611111111
2020-12-31;20.94184027777778
